N,P,K,temperature,humidity,ph,rainfall,label
99.97,8.46,37.41,21.98,81.38,6.65,40.45,watermelon
44.07,63.27,25.11,28.81,53.39,7.13,82.68,blackgram
105.01,79.1,41.61,24.77,78.93,4.56,85.97,banana
74.88,46.36,49.23,25.9,77.92,6.65,167.02,jute
89.46,18.66,13.87,25.21,53.45,7.19,113.82,coffee
24.87,0.0,11.48,28.64,92.36,5.5,206.77,coconut
127.21,61.21,20.81,24.43,80.11,7.61,74.47,cotton
14.18,48.73,22.5,31.58,42.94,7.17,57.09,mothbeans
58.73,75.8,75.53,22.84,16.34,7.64,87.27,chickpea
25.26,44.3,10.5,31.17,82.05,6.33,46.22,mungbean
40.9,49.21,48.61,36.51,91.97,6.52,103.86,papaya
13.37,24.82,21.16,30.38,52.02,6.57,48.09,mothbeans
109.85,44.49,22.05,21.03,77.52,6.95,80.7,cotton
26.76,44.94,29.43,23.88,87.6,7.45,52.2,mungbean
90.79,15.42,63.01,30.6,93.14,6.04,17.31,muskmelon
64.32,88.7,59.85,22.24,80.88,6.18,98.54,banana
24.73,126.19,197.93,25.81,98.48,5.79,99.38,apple
110.91,62.55,37.51,27.91,85.23,6.88,191.4,rice
99.8,9.36,55.07,27.88,89.49,6.84,15.0,muskmelon
76.31,42.27,13.03,24.84,80.85,6.55,303.96,rice
15.48,40.29,25.75,27.53,81.79,7.37,39.44,mungbean
83.52,17.36,56.31,21.55,90.52,6.35,65.09,watermelon
128.51,55.94,18.98,26.93,67.77,6.48,82.46,cotton
39.45,67.86,85.21,20.94,18.78,7.34,77.04,chickpea
62.69,13.33,66.64,23.57,82.55,6.39,36.55,watermelon
17.96,63.75,22.62,18.26,9.9,5.61,87.97,kidneybeans
128.85,9.38,60.78,24.74,84.35,5.89,46.58,watermelon
21.77,10.28,29.55,22.33,95.29,5.85,166.59,coconut
23.23,55.33,13.63,24.31,46.49,7.57,49.42,lentil
21.11,118.88,201.88,21.45,85.33,6.88,58.2,grapes
19.95,9.57,9.81,21.37,91.2,6.71,97.22,orange
90.62,34.38,25.06,26.89,67.97,5.51,70.46,maize
85.36,38.07,49.0,25.92,86.06,6.51,196.84,rice
106.92,34.82,21.79,22.93,72.51,7.56,74.38,maize
37.79,62.23,83.07,21.45,20.3,7.07,77.49,chickpea
90.35,40.99,42.24,25.04,82.49,5.81,230.98,rice
5.66,41.17,19.01,26.81,43.53,6.6,53.23,mothbeans
88.65,48.11,70.79,28.36,81.36,5.72,165.74,rice
95.15,27.68,59.75,26.11,77.47,6.48,42.92,watermelon
26.38,6.97,42.64,29.86,91.83,5.98,191.06,coconut
77.71,47.08,27.65,19.86,52.35,5.38,95.16,maize
86.72,46.43,30.63,23.79,68.67,6.26,113.8,maize
23.49,53.09,25.43,21.21,55.93,6.76,39.14,lentil
36.56,61.25,12.16,23.13,59.65,7.18,49.13,blackgram
97.93,24.77,15.53,24.51,75.52,6.27,73.9,maize
84.35,65.75,48.71,24.02,88.01,6.0,148.48,rice
77.79,41.78,30.65,27.39,87.32,7.17,187.31,jute
32.89,11.31,30.77,27.37,95.86,5.91,179.76,coconut
12.92,46.81,30.43,29.76,49.7,6.93,47.11,mothbeans
17.11,16.85,37.47,24.36,100.0,5.91,178.55,coconut
18.65,13.17,38.11,21.72,85.93,5.81,143.11,pomegranate
95.15,33.12,38.02,26.93,60.4,5.05,130.82,maize
29.46,54.32,89.5,24.13,15.48,7.23,81.05,chickpea
85.04,13.29,39.02,23.65,82.97,6.54,30.62,watermelon
23.93,61.42,18.88,29.96,32.73,6.46,152.18,pigeonpeas
108.05,7.0,64.34,19.42,81.58,6.46,54.95,watermelon
17.43,49.14,29.12,21.49,64.53,7.08,47.0,lentil
83.09,13.39,29.98,26.05,87.16,6.65,19.61,muskmelon
99.07,52.22,28.71,23.43,84.45,5.59,258.52,rice
74.92,24.42,28.0,27.23,41.44,6.82,162.84,coffee
25.66,85.85,11.94,22.98,66.85,7.21,39.4,lentil
28.7,67.73,3.4,28.72,65.13,7.42,81.63,blackgram
108.07,6.04,67.65,25.68,90.88,6.53,20.48,muskmelon
79.44,51.03,20.91,23.6,60.09,6.27,91.16,maize
12.3,62.93,24.88,27.63,43.31,5.91,171.44,pigeonpeas
81.49,52.51,23.31,26.63,78.69,6.49,199.47,rice
14.49,47.05,26.13,23.15,55.4,7.27,45.02,mothbeans
108.17,8.24,48.6,26.99,93.28,5.95,35.02,muskmelon
101.31,11.15,52.45,24.27,87.28,6.66,16.87,muskmelon
19.33,137.82,202.19,23.5,81.94,5.61,47.54,grapes
12.48,31.01,53.53,19.13,86.86,5.35,77.37,pomegranate
87.35,22.62,51.98,17.44,87.14,6.66,50.24,watermelon
82.48,60.74,37.19,22.66,79.37,6.37,189.86,jute
139.84,37.41,31.33,28.87,68.29,6.94,74.0,cotton
121.58,30.95,11.94,30.16,82.76,6.6,86.27,cotton
32.28,60.02,15.9,26.6,62.22,7.41,53.25,blackgram
13.26,2.74,26.78,21.08,84.34,6.37,85.51,pomegranate
25.0,73.85,15.26,18.37,30.77,5.5,83.82,kidneybeans
44.28,63.13,89.86,22.56,28.95,7.53,84.89,chickpea
43.49,68.19,57.46,32.45,86.21,6.9,116.55,papaya
35.89,53.94,77.85,18.08,19.9,7.82,100.94,chickpea
73.47,24.96,59.37,27.49,86.86,6.59,62.39,watermelon
123.62,25.69,54.46,33.72,87.11,7.16,17.28,muskmelon
95.98,34.83,31.27,32.2,60.1,6.08,114.07,maize
99.75,44.86,42.33,27.88,64.06,6.28,166.57,coffee
24.74,49.1,22.86,28.24,84.81,7.66,59.84,mungbean
51.62,55.73,82.38,21.93,18.51,7.38,95.02,chickpea
36.3,62.48,46.09,32.71,100.0,6.42,143.5,papaya
103.57,29.34,13.04,26.08,67.26,7.26,166.71,coffee
82.97,43.56,34.26,23.36,81.84,5.93,201.49,rice
122.63,25.95,35.81,28.67,95.68,6.65,19.97,muskmelon
83.25,45.46,33.48,31.43,85.17,5.19,237.46,rice
87.8,46.88,45.66,24.03,75.91,6.76,216.23,jute
120.83,48.88,17.86,23.14,73.75,6.93,68.16,cotton
27.61,54.79,23.79,25.93,54.77,4.74,147.03,pigeonpeas
40.09,62.62,20.61,27.46,48.16,7.92,70.17,blackgram
93.66,25.22,53.16,27.86,93.26,6.47,12.87,muskmelon
25.95,24.31,32.02,27.96,94.47,6.18,135.57,coconut
87.45,43.62,46.48,29.57,80.83,6.08,293.17,rice
28.48,24.49,15.04,22.28,88.66,6.44,109.2,orange
19.62,19.73,21.22,32.0,39.33,5.7,101.66,mango
12.35,50.18,15.93,27.11,60.51,6.09,74.48,mango
79.27,23.16,65.06,26.68,86.3,5.42,17.15,muskmelon
92.44,22.89,42.36,27.31,74.61,6.77,243.54,rice
30.4,122.86,209.31,27.43,98.07,5.94,105.36,apple
11.63,49.73,22.33,30.87,81.05,6.71,34.35,mungbean
36.47,83.49,35.96,35.85,94.16,6.23,138.89,papaya
93.17,84.45,54.75,29.12,85.89,6.16,72.49,banana
33.01,66.62,20.82,29.45,53.71,7.42,71.35,blackgram
101.66,26.58,42.29,31.0,88.09,6.06,31.55,muskmelon
18.78,153.0,185.59,25.87,95.28,5.71,144.59,apple
18.39,17.23,34.51,24.73,97.71,6.15,213.96,coconut
56.81,54.04,50.47,31.33,92.74,7.32,166.21,papaya
27.61,61.33,6.37,23.3,60.5,5.66,142.7,pigeonpeas
106.45,44.43,11.85,24.59,80.67,5.65,208.35,jute
25.99,144.94,202.01,21.42,82.11,5.91,113.43,apple
14.76,131.95,194.47,18.83,86.11,6.52,129.78,apple
71.9,32.22,21.57,19.09,66.27,5.45,105.58,maize
30.56,36.26,25.02,27.16,84.21,6.63,39.54,mungbean
24.1,132.9,200.44,24.79,88.7,5.67,111.76,apple
23.66,85.98,18.9,25.77,64.14,7.68,27.53,lentil
14.01,133.03,183.13,26.49,86.36,6.13,53.18,grapes
102.54,45.74,56.29,20.86,73.48,6.17,245.36,rice
92.03,15.46,60.5,23.17,88.98,6.5,47.87,watermelon
30.94,66.26,26.81,27.67,67.7,6.66,54.76,lentil
15.07,126.54,208.5,16.26,100.0,6.09,111.15,apple
28.65,131.81,194.54,19.95,89.1,6.24,59.4,grapes
32.53,40.76,88.84,21.21,14.59,7.33,87.74,chickpea
82.97,33.49,16.13,21.72,66.39,6.56,73.53,maize
102.44,96.95,36.87,28.18,75.99,5.8,83.94,banana
10.9,62.99,19.95,19.8,24.34,5.41,106.64,kidneybeans
31.83,21.44,2.24,26.52,99.88,7.01,136.46,orange
14.34,49.1,33.27,28.49,63.22,6.63,94.34,mango
109.35,19.87,22.26,25.67,52.44,6.97,95.98,coffee
48.01,45.72,44.99,35.27,95.45,6.62,159.09,papaya
9.28,140.26,216.83,25.18,76.56,5.95,53.22,grapes
17.69,134.08,201.33,19.19,72.93,6.12,72.03,grapes
22.78,8.73,25.78,26.56,93.3,6.64,184.46,coconut
105.73,47.05,18.84,29.02,82.98,6.16,61.03,cotton
62.06,53.13,53.56,24.78,87.02,6.38,204.2,rice
15.18,69.32,23.76,24.17,42.3,5.74,123.1,pigeonpeas
38.04,75.6,19.59,30.51,62.45,6.69,66.27,blackgram
25.42,61.91,72.48,19.96,22.7,6.55,81.73,chickpea
22.7,62.37,18.74,20.37,77.73,7.25,54.64,lentil
31.85,84.63,20.03,21.03,27.71,5.4,95.29,kidneybeans
9.48,139.95,194.66,21.55,85.32,5.9,105.43,apple
36.17,6.64,20.18,15.0,94.49,6.85,96.75,pomegranate
23.25,13.69,40.38,19.74,90.65,5.45,70.41,pomegranate
64.7,48.61,45.64,25.88,75.67,5.74,183.67,jute
82.75,19.59,39.64,25.43,90.63,5.98,21.2,muskmelon
11.6,72.57,30.96,29.78,50.27,5.31,124.59,pigeonpeas
82.04,37.98,37.38,24.31,77.86,7.5,163.99,jute
76.46,42.1,14.5,25.77,82.72,7.34,155.29,jute
32.8,42.28,37.57,30.24,24.07,5.92,94.96,mango
15.69,19.26,54.62,19.84,95.36,6.97,135.69,pomegranate
19.51,50.0,15.73,31.66,45.99,7.66,29.03,mothbeans
30.05,70.5,34.41,25.1,50.18,7.05,68.22,blackgram
81.7,51.62,55.86,21.29,92.67,5.22,223.93,rice
9.77,56.05,9.31,28.01,77.39,7.03,57.21,lentil
34.11,49.18,26.53,24.86,61.51,7.0,67.03,blackgram
13.92,27.29,23.77,22.51,43.17,5.76,48.97,mothbeans
9.35,125.73,199.59,23.56,87.03,5.58,73.91,grapes
104.97,10.53,39.74,18.81,91.11,6.34,51.89,watermelon
27.74,54.94,30.99,25.44,87.38,6.95,43.26,mungbean
111.94,31.16,33.42,24.32,78.24,6.74,57.3,cotton
52.04,57.39,38.12,33.58,97.14,6.61,148.7,papaya
99.44,21.56,46.76,18.41,91.34,6.58,45.44,watermelon
30.76,19.67,22.6,37.36,57.82,4.85,83.69,mango
123.33,70.85,32.61,30.32,68.63,5.92,162.35,banana
15.01,63.15,15.16,11.38,25.49,6.21,118.03,kidneybeans
20.28,51.52,6.95,29.44,79.72,7.03,38.37,mungbean
106.87,11.28,67.95,32.63,95.02,6.94,25.52,muskmelon
33.08,26.88,16.34,30.02,95.15,5.96,215.37,coconut
22.72,70.71,27.75,17.01,17.94,5.27,88.49,kidneybeans
13.97,18.74,40.34,12.13,84.16,5.96,123.44,pomegranate
44.51,65.83,20.29,21.85,70.96,7.15,74.0,blackgram
41.23,63.76,18.31,31.24,67.6,8.01,56.07,blackgram
123.64,2.13,44.92,18.62,85.16,6.61,69.09,watermelon
90.56,80.82,50.15,21.25,72.64,6.13,85.26,banana
18.29,15.37,48.9,18.57,89.0,6.96,137.78,pomegranate
104.19,36.81,31.79,28.86,52.71,6.34,157.7,coffee
46.07,51.72,57.68,30.24,96.25,6.78,140.87,papaya
114.76,52.83,46.76,27.35,80.09,7.02,192.95,jute
16.57,16.79,30.39,27.53,89.64,5.94,139.34,coconut
15.95,20.71,12.19,20.27,84.45,8.32,107.18,orange
33.1,24.29,38.54,28.09,92.92,5.32,169.97,coconut
88.6,11.32,51.3,21.81,87.11,6.84,56.41,watermelon
10.51,126.75,206.61,23.53,93.31,6.27,104.77,apple
58.04,61.95,48.04,34.61,87.24,6.36,143.54,papaya
91.87,30.39,40.99,24.96,83.2,6.22,20.97,muskmelon
111.99,17.05,44.42,30.98,94.64,6.09,25.39,muskmelon
120.58,41.11,21.34,26.2,88.2,7.03,66.64,cotton
22.49,127.45,210.16,24.56,82.26,6.31,64.37,grapes
102.6,39.74,61.5,22.99,85.42,6.41,153.23,jute
76.97,34.5,43.06,26.1,83.63,6.84,168.22,jute
27.5,130.62,207.8,20.48,80.22,6.66,71.02,grapes
18.8,50.69,16.19,23.1,62.13,6.68,34.03,lentil
83.82,48.38,35.88,23.54,79.84,6.4,213.16,rice
16.81,22.53,36.12,26.32,41.38,5.94,107.46,mango
19.16,71.13,19.8,23.35,65.47,6.66,41.57,lentil
22.31,133.59,211.89,20.0,87.72,5.43,115.66,apple
30.18,46.26,16.25,25.02,77.77,6.97,53.78,mungbean
10.91,11.81,28.16,28.01,90.98,5.59,187.77,coconut
98.57,29.06,34.01,25.02,82.23,5.97,254.91,rice
108.22,25.52,2.41,24.76,58.98,5.79,99.17,maize
12.57,21.96,29.27,36.67,51.91,5.46,99.41,mango
22.68,31.32,52.55,18.26,94.1,6.02,120.92,pomegranate
117.39,55.96,25.89,21.05,73.94,6.8,91.05,cotton
24.13,55.19,8.76,24.32,62.45,7.15,44.2,lentil
111.48,28.82,52.45,27.23,83.48,6.37,31.59,muskmelon
26.41,25.42,19.17,16.69,85.85,6.68,100.61,orange
8.76,142.64,225.05,22.65,91.48,5.89,49.41,grapes
5.35,34.49,31.98,33.57,52.17,6.18,75.15,mothbeans
93.94,35.91,39.39,26.09,71.35,6.45,137.82,coffee
17.33,70.65,11.84,17.93,20.13,5.79,97.61,kidneybeans
36.1,75.24,21.99,21.14,21.72,5.71,97.97,kidneybeans
116.28,82.39,45.16,26.26,79.16,6.24,127.49,banana
99.73,19.35,54.85,24.09,97.65,6.41,47.23,watermelon
11.97,61.69,31.33,26.32,63.74,7.02,39.0,lentil
44.79,62.42,24.08,22.05,67.36,6.8,40.89,lentil
100.51,28.64,39.47,22.76,51.23,7.29,138.43,coffee
23.8,64.98,15.29,22.63,54.68,6.26,103.63,pigeonpeas
58.49,64.07,43.42,33.52,87.76,6.71,150.27,papaya
48.79,49.54,61.75,27.36,90.36,6.68,142.4,papaya
27.56,15.97,10.92,21.26,94.85,6.73,129.87,orange
26.33,39.29,26.82,24.31,92.26,6.71,42.04,mungbean
80.73,40.41,14.38,20.35,51.78,7.17,60.12,maize
116.99,33.48,52.52,29.8,97.19,6.29,26.46,muskmelon
27.57,36.53,37.89,29.11,44.35,5.28,96.68,mango
104.49,30.7,35.6,25.39,89.21,5.48,276.53,rice
46.83,63.85,24.53,27.03,64.61,7.38,111.58,blackgram
54.61,60.3,38.42,23.72,76.94,5.37,262.93,rice
59.16,23.55,28.18,32.76,74.07,6.58,96.9,maize
24.2,133.58,201.95,23.93,84.55,5.68,90.99,grapes
13.78,76.72,31.98,21.55,53.36,7.02,39.53,lentil
102.68,69.08,41.25,27.0,80.22,6.28,211.92,jute
106.79,53.64,35.78,28.15,71.93,7.24,70.05,cotton
96.44,18.9,42.37,28.94,50.93,6.74,146.41,coffee
94.23,81.37,54.83,30.25,78.33,6.61,57.28,banana
21.88,7.15,27.33,32.32,45.83,5.38,111.92,mango
126.81,13.53,64.96,28.84,79.99,6.91,42.18,watermelon
33.96,12.01,6.41,24.35,95.54,7.31,147.79,orange
97.4,20.33,43.74,25.69,88.89,6.21,59.38,watermelon
17.62,58.12,22.57,28.58,42.84,6.94,40.02,mothbeans
15.72,70.11,35.48,30.26,47.62,5.71,139.3,pigeonpeas
129.6,50.52,26.03,17.93,70.68,7.3,57.42,cotton
95.46,60.95,9.13,22.23,85.45,7.16,63.38,cotton
7.77,133.11,188.85,19.62,86.05,5.72,111.44,apple
15.71,47.93,11.07,21.71,20.22,5.48,108.2,kidneybeans
128.98,53.39,15.27,28.16,76.2,7.46,86.63,cotton
18.5,35.41,21.75,29.52,33.92,5.27,131.15,mango
66.74,46.54,40.58,21.57,83.79,6.48,273.32,rice
10.03,113.69,192.59,24.42,99.9,6.27,133.15,apple
32.03,129.66,202.02,22.52,76.92,5.3,54.17,grapes
18.79,108.46,202.24,23.05,92.67,4.71,86.69,apple
39.71,72.75,11.64,28.92,60.0,7.4,68.44,blackgram
18.99,27.72,63.65,15.25,88.87,5.45,110.85,pomegranate
44.8,55.29,49.28,33.16,92.64,6.92,137.68,papaya
56.44,30.1,27.53,19.07,61.2,6.58,65.63,maize
22.29,30.51,18.3,23.85,90.64,6.38,218.9,coconut
21.85,28.02,33.06,31.28,59.94,5.85,65.84,mango
26.82,127.22,180.96,20.55,92.22,6.39,100.64,apple
35.55,124.12,206.57,28.3,75.11,5.86,87.13,grapes
28.73,10.25,9.35,23.38,89.82,7.19,121.11,orange
22.52,29.14,39.76,15.31,94.21,6.7,68.16,pomegranate
9.79,52.12,22.34,27.58,43.09,5.87,197.66,pigeonpeas
13.67,21.95,41.24,24.74,93.88,6.41,89.05,pomegranate
86.86,87.33,41.94,26.35,87.71,6.4,118.05,banana
99.82,70.79,49.43,26.85,80.8,6.26,79.22,banana
21.85,56.46,13.78,32.68,40.76,7.61,45.53,mothbeans
30.34,59.61,16.27,24.55,58.46,6.65,62.23,blackgram
30.48,42.84,27.5,32.91,91.56,6.26,45.46,mungbean
60.63,54.32,80.24,23.24,15.6,7.48,64.06,chickpea
46.89,58.16,17.81,28.96,66.2,7.14,74.1,blackgram
94.17,35.37,27.58,27.77,45.43,6.14,140.22,coffee
128.07,53.18,30.81,26.65,79.04,6.45,105.02,cotton
19.17,22.1,30.42,38.91,59.23,6.27,103.71,mango
44.89,44.72,40.92,34.36,97.37,6.8,162.0,papaya
14.6,11.07,12.17,17.19,84.78,7.01,109.55,orange
107.26,47.51,13.13,24.08,84.5,6.88,74.14,cotton
14.87,10.81,42.8,10.3,81.25,6.33,108.65,pomegranate
14.16,141.89,196.19,25.81,89.01,5.52,61.51,grapes
84.25,72.9,57.6,25.15,73.26,5.76,99.36,banana
87.4,41.85,13.13,25.8,58.39,6.36,136.2,maize
25.2,10.55,26.31,28.89,94.59,5.09,150.59,coconut
24.05,59.47,24.54,24.85,63.9,7.62,87.82,mothbeans
19.09,21.57,42.64,31.79,43.73,5.61,117.42,mango
18.23,13.67,13.48,33.9,54.36,5.98,113.42,mango
25.7,123.11,185.9,18.11,84.69,6.3,81.71,apple
107.3,18.58,57.74,24.85,90.3,6.31,28.65,muskmelon
22.33,61.36,18.53,16.54,63.23,7.29,38.69,lentil
22.52,6.45,44.57,19.43,86.19,6.1,99.13,pomegranate
99.45,64.62,50.18,30.63,77.0,6.16,117.03,banana
28.03,135.48,208.25,16.82,91.2,5.79,106.39,apple
29.75,27.08,11.26,17.98,94.69,7.62,137.4,orange
32.59,54.94,40.53,34.35,86.09,6.67,162.95,papaya
19.82,77.79,28.66,20.77,59.61,7.28,17.87,lentil
119.56,60.63,21.18,27.41,74.53,6.82,102.27,cotton
92.9,18.67,23.72,23.95,54.1,6.54,202.47,coffee
14.47,5.12,27.87,25.08,93.84,6.18,199.88,coconut
21.09,65.25,14.27,26.43,69.25,7.24,43.77,lentil
9.28,121.48,209.66,22.1,90.09,5.85,121.78,apple
110.28,11.89,48.44,30.06,88.79,6.17,29.73,muskmelon
33.08,58.41,15.41,30.61,73.27,6.94,80.71,blackgram
43.98,64.42,14.12,28.44,52.2,8.01,50.72,blackgram
27.8,70.16,27.83,29.09,39.17,5.63,126.59,pigeonpeas
49.69,69.27,73.54,24.33,10.03,7.67,95.01,chickpea
52.93,28.72,40.48,25.78,77.48,6.52,163.54,rice
135.32,54.22,25.59,27.35,79.44,6.15,78.92,cotton
23.6,46.3,10.71,25.87,45.59,5.2,161.67,pigeonpeas
26.56,64.66,23.64,16.45,20.02,5.62,90.07,kidneybeans
78.68,65.8,13.57,29.56,76.42,6.02,96.38,maize
101.83,77.81,41.75,23.82,76.42,6.45,86.78,banana
68.47,63.18,59.93,26.5,83.92,6.47,223.68,jute
12.57,17.81,3.59,19.75,95.32,8.04,119.55,orange
50.0,53.43,52.7,36.26,88.48,6.09,159.58,papaya
10.8,29.12,24.97,28.07,89.64,5.82,182.28,coconut
26.35,42.03,18.03,30.96,47.3,6.03,48.07,mothbeans
90.29,55.58,22.41,21.45,71.8,6.07,258.7,rice
10.22,146.9,220.55,28.63,80.32,5.54,54.01,grapes
12.84,75.63,38.7,21.42,69.27,6.61,55.41,lentil
56.25,54.07,57.5,27.94,90.74,6.93,160.51,papaya
32.83,46.33,79.17,18.63,23.57,7.55,64.64,chickpea
43.77,64.71,91.26,18.85,7.13,7.8,66.41,chickpea
14.49,123.15,194.51,20.22,85.6,5.45,95.41,apple
108.59,22.21,48.82,21.53,81.59,6.96,44.18,watermelon
111.83,55.32,24.81,23.55,88.33,5.85,247.75,rice
44.78,64.33,46.5,27.98,89.64,6.27,148.68,papaya
14.57,15.86,24.19,24.34,74.91,5.57,56.14,mungbean
87.43,38.67,36.0,28.78,77.97,6.38,204.27,jute
33.07,62.57,72.37,29.01,90.58,5.69,134.48,papaya
16.94,13.91,34.35,28.48,85.75,7.38,115.74,pomegranate
29.43,137.91,197.15,18.47,94.16,6.34,127.1,apple
77.22,40.92,43.11,25.94,82.21,6.63,126.12,jute
34.96,63.49,13.87,25.62,67.48,6.59,62.2,blackgram
75.46,36.12,21.36,23.64,63.02,6.52,108.81,maize
8.28,20.08,36.74,15.62,88.59,6.6,117.56,pomegranate
38.25,58.82,7.72,19.48,53.7,4.86,138.83,pigeonpeas
101.43,8.76,52.27,22.84,97.23,6.42,20.83,muskmelon
0.0,47.11,16.09,32.78,85.1,6.22,47.5,mungbean
42.23,53.02,28.67,29.63,66.59,7.1,60.75,blackgram
64.23,40.07,45.77,26.88,86.1,6.4,189.9,jute
25.84,20.32,36.13,26.83,93.04,5.97,203.92,coconut
48.89,53.78,13.87,29.2,73.23,7.3,71.48,blackgram
93.16,38.52,5.72,27.49,79.85,6.01,85.64,cotton
85.66,12.27,62.45,24.85,86.88,6.45,35.8,watermelon
0.0,60.0,15.79,32.55,44.92,5.99,154.24,pigeonpeas
92.5,87.43,47.66,26.41,82.05,5.76,129.86,banana
31.07,123.2,201.82,22.88,93.87,5.79,137.63,apple
20.53,123.99,207.8,21.82,87.64,5.53,82.46,apple
9.58,69.52,17.15,24.09,70.58,6.41,38.16,lentil
41.36,61.41,56.04,37.54,91.23,6.48,146.33,papaya
23.96,48.83,16.73,31.02,79.36,7.15,49.54,mungbean
80.42,40.3,27.51,20.94,63.77,6.07,76.31,maize
30.37,57.81,25.96,26.22,47.49,5.85,157.57,pigeonpeas
108.85,38.82,46.16,25.92,51.87,6.12,176.04,coffee
5.55,15.93,14.88,23.75,92.28,7.19,109.46,orange
16.88,24.48,35.79,24.91,84.34,5.96,120.75,pomegranate
22.21,45.09,7.43,32.07,81.95,6.9,32.37,mungbean
81.7,42.73,15.8,27.75,45.86,7.04,196.55,coffee
100.18,60.93,34.89,22.03,81.37,6.23,273.77,rice
29.82,49.19,29.96,30.69,54.43,7.21,45.01,lentil
28.36,0.0,33.1,27.44,99.01,5.29,213.93,coconut
118.86,29.97,33.44,28.54,57.23,7.1,167.1,coffee
65.88,53.0,25.59,27.77,71.27,6.51,50.32,blackgram
32.24,71.65,12.6,20.61,45.38,5.69,164.89,pigeonpeas
23.18,122.13,206.27,23.85,77.06,6.9,77.15,grapes
72.0,13.6,53.98,23.61,83.46,6.96,51.28,watermelon
13.86,0.0,12.01,22.75,92.17,6.74,109.31,orange
75.51,45.92,20.12,24.34,83.79,6.94,209.27,rice
18.59,49.51,16.07,17.15,19.72,5.6,103.76,kidneybeans
33.59,69.32,88.0,21.26,21.94,7.58,85.27,chickpea
88.3,29.94,29.94,23.5,59.62,7.22,159.85,coffee
82.29,70.48,71.11,24.42,78.38,5.85,91.57,banana
9.18,28.49,28.29,31.26,49.87,6.83,68.4,mango
127.73,6.54,52.74,32.7,95.0,6.47,17.25,muskmelon
26.25,4.39,6.68,21.64,98.83,6.98,119.0,orange
83.83,38.52,34.17,25.21,76.87,6.26,205.04,jute
84.02,55.53,38.94,24.46,88.32,6.92,211.28,jute
100.51,10.16,45.43,23.78,92.39,6.82,16.22,muskmelon
26.95,33.14,24.7,29.86,75.44,6.74,43.32,mungbean
111.05,37.74,26.08,23.33,79.52,7.01,83.98,cotton
26.02,124.12,210.89,23.15,80.29,6.02,103.88,apple
107.81,23.35,24.39,23.82,45.99,6.82,169.59,coffee
19.89,44.37,21.93,28.25,88.99,7.07,37.49,mungbean
24.82,60.54,36.43,21.56,81.84,6.91,31.24,lentil
96.36,24.7,40.14,25.68,86.96,6.43,16.3,muskmelon
87.44,41.5,22.92,32.61,62.54,6.4,106.01,maize
21.12,65.73,27.75,26.9,68.95,6.76,52.42,lentil
21.63,12.49,32.82,30.16,94.72,6.77,152.55,coconut
40.21,84.01,79.39,16.87,8.43,6.58,56.24,chickpea
28.78,60.21,13.1,20.08,19.04,6.12,117.34,kidneybeans
105.24,34.29,28.73,25.86,57.7,6.84,144.99,coffee
96.61,96.36,42.96,23.84,79.66,5.97,115.4,banana
13.67,37.2,28.66,23.95,49.68,6.82,51.34,mothbeans
101.72,16.13,58.27,24.69,76.21,6.4,38.33,watermelon
94.19,62.65,48.51,19.9,81.77,5.61,103.27,banana
65.72,42.51,24.87,27.33,60.31,6.85,55.28,blackgram
123.62,23.91,35.9,24.69,47.68,7.09,122.63,coffee
29.75,45.49,21.15,19.73,54.08,5.75,162.59,pigeonpeas
86.79,48.89,46.21,27.42,78.55,6.35,195.69,jute
42.18,69.76,6.02,27.38,62.96,7.2,84.71,blackgram
25.22,135.2,198.62,22.87,97.79,6.36,76.2,grapes
30.55,126.02,191.31,25.84,81.84,6.33,56.41,grapes
43.49,39.68,46.7,27.04,87.64,6.09,151.6,papaya
21.18,12.84,23.57,29.62,41.86,6.14,111.21,mango
21.7,52.83,16.55,29.22,57.41,7.02,40.09,mothbeans
84.4,37.86,58.66,26.42,76.04,6.53,191.01,rice
16.06,79.44,9.95,20.44,19.61,5.59,120.81,kidneybeans
21.77,146.15,218.42,23.56,83.74,5.6,67.79,grapes
97.43,16.47,32.91,26.18,84.55,7.14,38.73,watermelon
23.74,12.89,14.13,24.88,83.63,6.77,92.89,orange
107.0,49.49,46.29,26.09,96.42,7.13,70.55,cotton
12.29,55.43,22.75,17.85,21.16,5.4,100.39,kidneybeans
0.0,60.49,24.41,31.8,44.29,5.59,184.62,pigeonpeas
23.6,85.86,11.88,25.55,51.33,5.77,120.53,pigeonpeas
58.54,77.21,85.82,18.32,11.2,7.15,96.33,chickpea
19.52,26.25,40.72,29.23,82.81,6.19,104.47,pomegranate
21.32,146.55,183.64,29.81,82.68,5.96,67.03,grapes
32.06,23.32,30.38,27.26,89.49,5.68,187.93,coconut
130.9,87.59,48.44,28.03,86.22,5.69,86.96,banana
12.41,28.53,38.53,12.12,83.0,6.3,83.74,pomegranate
96.9,42.31,28.93,32.72,82.3,6.21,229.03,rice
95.94,81.73,69.53,29.06,87.68,6.24,85.77,banana
96.03,74.26,43.97,27.01,74.7,5.8,89.68,banana
114.18,76.47,31.27,33.13,75.01,5.58,122.07,banana
113.15,32.45,20.55,21.55,73.67,6.61,117.28,cotton
104.69,21.59,63.98,28.57,82.29,6.46,58.05,watermelon
10.04,47.33,15.14,24.96,78.3,6.87,41.19,mungbean
24.86,41.68,29.7,38.8,36.21,6.08,118.33,mango
34.3,28.31,53.49,21.1,91.6,6.8,138.21,pomegranate
